id,Pozo,Yacimiento,Base,Tope,Formacion,Miembro,Caudal,Reservas,Espesor_bruto,Espesor_neto,Porosidad,Saturacion_agua,Permeabilidad_ajustada,Permeabilidad_timur,Indice_hidrocarburos,Gradiente_inicial,Gradiente_actual,Viscosidad_petroleo,Factor_volumetrico_petroleo,Compresibilidad_fluidos,API,Area_drenaje,YEAR,b,D,hasrq,Caudal_formula,Permeabilidad
1377,Pozo_142,Yacimiento_6,3600,3510,Formacion_5,Miembro_101,10.40156635,3.879056139,90,40.8,0.118,0.5,0.1564,0.728465298,2.4072,0.45,0.25488,1.031404871,1.123221354,3.99E-06,33,1.966485119,2019,,,0,,0.1564
1378,Pozo_142,Yacimiento_6,1540,1420,Formacion_2,Miembro_101,4.963846883,2.082793128,120,43.35,0.114,0.53,0.276,0.557054454,2.322693,0.4,0.25488,1.557186069,1.171064159,4.87E-06,35,1.173539618,2019,,,0,,0.276
1379,Pozo_143,Yacimiento_5,5050,5000,Formacion_10,Miembro_101,5.004717905,3.421882362,50,35.5,0.062,0.487,0.04,0.045241142,1.129113,0.52,0.44,1.32226965,1.117969608,4.58E-06,32,4.808544811,2019,,,0,,0.04
1380,Pozo_143,Yacimiento_5,5210,5160,Formacion_10,Miembro_101,3.725084816,2.546957146,50,12,0.073,0.345,0.1,0.18494834,0.57378,0.52,0.44,1.284040287,1.121871966,5.05E-06,32,6.863305329,2019,,,0,,0.1
1381,Pozo_143,Yacimiento_5,3681,3580,Formacion_7,Miembro_101,14.62261031,8.293450288,101,41,0.13,0.509,0.17,1.076423647,2.61703,0.46,0.23,0.532372145,1.130657807,5.20E-06,34,3.478555278,2019,,,0,,0.17
1382,Pozo_143,Yacimiento_5,3400,3313,Formacion_7,Miembro_101,9.552224274,5.417698718,87,36.5,0.104,0.472,0.14,0.468954535,2.004288,0.46,0.23,0.573687165,1.121634495,5.27E-06,34,3.17303715,2019,,,0,,0.14
1383,Pozo_143,Yacimiento_5,4486,4380,Formacion_11,Miembro_101,7.095362691,4.357812627,106,25.5,0.117,0.565,0.08,0.54952688,1.2978225,0.46,0.35,0.750098764,1.141758078,6.64E-06,34,4.228600695,2019,,,0,,0.08
1384,Pozo_144,Yacimiento_1,4740,4610,Formacion_11,Miembro_2,11.33487189,4.51946294,130,37,0.089,0.568,0.0825,0.163187693,1.422576,0.47,0.26488,0.878854475,1.137440871,3.98E-06,34,3.76571273,2019,,,0,,0.0825
1385,Pozo_144,Yacimiento_1,4540,4420,Formacion_11,Miembro_2,12.26855551,4.891743151,120,47,0.088,0.494,0.075,0.205275871,2.092816,0.47,0.26488,0.926974752,1.135058572,4.12E-06,34,2.882181739,2019,,,0,,0.075
1386,Pozo_144,Yacimiento_1,4272,4141,Formacion_11,Miembro_2,16.10986651,6.412204012,131,53.2,0.078,0.379,0.105,0.205118993,2.5769016,0.47,0.2648,1.002733732,1.131722129,4.31E-06,34,3.241510881,2019,,,0,,0.105
1387,Pozo_144,Yacimiento_1,3704,3600,Formacion_7,Miembro_2,55.00587015,20.25299659,104,36,0.098,0.46,0.2175,0.380143102,1.90512,0.42,0.35,0.356878257,1.198714868,5.72E-06,36,9.35566273,2019,,,0,,0.2175
1388,Pozo_144,Yacimiento_1,3365,3220,Formacion_7,Miembro_2,38.28083595,14.0948891,145,46,0.12,0.362,0.15,1.496402365,3.52176,0.42,0.32,0.417029275,1.164749503,6.05E-06,36,3.672840228,2019,,,0,,0.15
1389,Pozo_145,Yacimiento_5,4870,4800,Formacion_10,Miembro_31,5.299299131,2.868043374,70,23,0.036,0.564,0.21,0.003084898,0.361008,0.52,0.2,1.873967935,1.065432251,4.31E-06,32,12.02504699,2019,,,0,,0.21
1390,Pozo_145,Yacimiento_5,4990,4920,Formacion_10,Miembro_31,6.370387842,3.447729254,70,30,0.038,0.541,0.18,0.004253254,0.52326,0.52,0.2,1.828417437,1.0671028,4.40E-06,32,10.10787699,2019,,,0,,0.18
1391,Pozo_145,Yacimiento_5,5275,5210,Formacion_10,Miembro_47,6.226439028,3.13263328,65,31,0.038,0.519,0.18,0.004621481,0.566618,0.52,0.18,1.814351854,1.066293397,4.51E-06,32,8.506935147,2019,,,0,,0.18
1392,Pozo_145,Yacimiento_5,5450,5350,Formacion_10,Miembro_47,18.85346059,9.485514565,100,70,0.037,0.383,0.24,0.007546717,1.59803,0.52,0.18,1.761264092,1.068329056,4.98E-06,32,9.592171468,2019,,,0,,0.24
1393,Pozo_145,Yacimiento_5,5155,5080,Formacion_10,Miembro_29,12.25041341,6.16340296,75,41.5,0.037,0.353,0.3,0.008883952,0.9934685,0.52,0.18,1.85860546,1.064680539,5.01E-06,32,10.03775137,2019,,,0,,0.3
1394,Pozo_146,Yacimiento_1,5470,5380,Formacion_5,Miembro_2,2.626242153,1.985972715,90,20.25,0.102,0.525,0.036,0.348008774,0.9811125,0.45,0.32,0.653581263,1.1545976,4.26E-06,33,2.54036731,2019,,,0,,0.036
1395,Pozo_146,Yacimiento_1,5150,5040,Formacion_7,Miembro_2,2.603707304,1.96893179,110,26.625,0.108,0.535,0.0252,0.430948134,1.3371075,0.43,0.22,0.367265019,1.1781878,5.53E-06,35,1.807718837,2019,,,0,,0.0252
1396,Pozo_146,Yacimiento_1,5290,5180,Formacion_7,Miembro_2,2.971628145,2.247154707,110,27.375,0.107,0.512,0.027,0.451665319,1.429413,0.43,0.22,0.357675066,1.182933051,5.68E-06,35,1.936803736,2019,,,0,,0.027
1397,Pozo_146,Yacimiento_1,2610,2560,Formacion_0,Miembro_2,1.798422398,1.359972769,50,15,0.119,0.529,0.072,0.675403537,0.840735,0.43,0.4,0.743674777,1.26126884,6.00E-06,35,1.92155596,2019,,,0,,0.072
1398,Pozo_147,Yacimiento_1,4825,4745,Formacion_7,Miembro_101,8.272840024,4.64018511,80,26,0.114,0.524,0.1495,0.569884462,1.410864,0.45,0.25,1.096187682,1.1113192,4.83E-06,36,3.966591104,2019,,,0,,0.1495
1399,Pozo_147,Yacimiento_1,5260,5185,Formacion_7,Miembro_101,11.7974818,6.617135015,75,40.05,0.091,0.536,0.115,0.202078724,1.6910712,0.45,0.25,1.003648833,1.12157326,4.85E-06,36,5.019461715,2019,,,0,,0.115
1400,Pozo_147,Yacimiento_1,5075,4995,Formacion_7,Miembro_101,13.53950595,7.594225651,80,48.15,0.117,0.493,0.115,0.72175865,2.85620985,0.45,0.25,1.041417019,1.117170062,5.00E-06,36,3.325106889,2019,,,0,,0.115
1401,Pozo_147,Yacimiento_1,4640,4587,Formacion_7,Miembro_101,5.64670077,3.167199747,53,17,0.115,0.454,0.138,0.788908865,1.06743,0.45,0.28,1.066230295,1.117882391,5.07E-06,36,3.746418943,2019,,,0,,0.138
1402,Pozo_147,Yacimiento_1,2864,2735,Formacion_0,Miembro_101,14.74347145,8.269522494,129,53.1,0.135,0.544,0.1265,1.112599413,3.268836,0.43,0.3,0.786256616,1.237683308,1.78E-05,36,3.391045538,2019,,,0,,0.1265
1403,Pozo_148,Yacimiento_1,4180,4080,Formacion_11,Miembro_2,3.970967652,2.42473189,100,24,0.109,0.568,0.14,0.39815114,1.130112,0.47,0.24,1.202174126,1.125977688,3.83E-06,33,2.575759444,2019,,,0,,0.14
1404,Pozo_148,Yacimiento_1,4610,4480,Formacion_11,Miembro_2,5.924986883,3.617885086,130,29.5,0.113,0.592,0.14,0.429506541,1.360068,0.47,0.24,1.065048377,1.130429872,3.84E-06,33,3.138218317,2019,,,0,,0.14
1405,Pozo_148,Yacimiento_1,4843,4732,Formacion_11,Miembro_2,4.238720079,2.588225504,111,19,0.112,0.588,0.14,0.418670819,0.876736,0.47,0.24,0.996644935,1.133049469,3.88E-06,33,3.481238648,2019,,,0,,0.14
1406,Pozo_148,Yacimiento_1,3940,3880,Formacion_5,Miembro_71,18.88570588,11.77742557,60,37.5,0.12,0.567,0.3,0.609957266,1.9485,0.46,0.28,0.789914291,1.13351499,4.16E-06,36,6.481906445,2019,,,0,,0.3
1407,Pozo_148,Yacimiento_1,3326,3227,Formacion_7,Miembro_101,10.9796195,6.847064773,99,39,0.111,0.51,0.14,0.534993861,2.12121,0.43,0.24,0.496440681,1.128876019,5.34E-06,36,3.636341974,2019,,,0,,0.14
1408,Pozo_149,Yacimiento_1,3728,3640,Formacion_5,Miembro_13,22.39204509,11.31447886,88,56,0.117,0.371,0.26,1.27449465,4.121208,0.46,0.26,0.994190789,1.125088309,4.28E-06,33,3.343061926,2019,,,0,,0.26
1409,Pozo_149,Yacimiento_1,3430,3385,Formacion_7,Miembro_52,9.700279238,4.64887533,45,19,0.111,0.444,0.204,0.70586754,1.172604,0.43,0.4,0.880519375,1.181655819,5.10E-06,33,5.07606392,2019,,,0,,0.204
1410,Pozo_149,Yacimiento_1,4294,4165,Formacion_11,Miembro_101,2.81890466,1.511930922,129,18.5,0.082,0.526,0.06,0.132702012,0.719058,0.47,0.254,0.97736948,1.109842341,6.72E-06,33,2.837358304,2019,,,0,,0.06
1411,Pozo_149,Yacimiento_1,4108,4020,Formacion_11,Miembro_101,11.80511722,6.27511678,88,47.5,0.088,0.427,0.13,0.274748957,2.39514,0.47,0.254,1.008443464,1.106978582,7.42E-06,33,3.393986377,2019,,,0,,0.13
1412,Pozo_149,Yacimiento_1,4439,4353,Formacion_11,Miembro_101,14.2836538,7.592605308,86,38.5,0.097,0.439,0.08,0.39896485,2.0950545,0.47,0.4,0.732811298,1.151758223,7.47E-06,33,4.989903613,2019,,,0,,0.08
1413,Pozo_150,Yacimiento_1,4957,4873,Formacion_11,Miembro_101,30.78601748,20.26867963,84,34.5,0.122,0.525,0.3,0.765125529,1.999275,0.47,0.4048,0.952377774,1.297706013,1.00E-05,33.5,14.34613337,2019,,,0,,0.3
1414,Pozo_150,Yacimiento_1,4815,4728,Formacion_11,Miembro_101,12.35259233,8.132612046,87,20.48,0.118,0.546,0.2,0.610890809,1.09715456,0.47,0.4048,0.983856519,1.291996211,1.01E-05,33.5,10.85900179,2019,,,0,,0.2
1415,Pozo_150,Yacimiento_1,4189,4140,Formacion_7,Miembro_101,7.044062388,4.637619787,49,21.5,0.124,0.525,0.2048,0.821873263,1.26635,0.45,0.2448,1.272973006,1.09533494,1.44E-05,36,4.389203231,2019,,,0,,0.2048
1416,Pozo_150,Yacimiento_1,4337,4256,Formacion_7,Miembro_101,7.314815974,4.815876611,81,32.48,0.112,0.297,0.12,1.641022159,2.55734528,0.45,0.2448,1.234468864,1.098320564,1.50E-05,36,2.774485166,2019,,,0,,0.12
1417,Pozo_150,Yacimiento_1,1965,1875,Formacion_0,Miembro_101,15.50251183,10.20643368,90,23.5,0.128,0.469,1.248,1.184257722,1.597248,0.45,0.2448,1.261089979,1.184316084,2.69E-05,35.5,7.235361972,2019,,,0,,1.248
1418,Pozo_151,Yacimiento_1,4465,4362,Formacion_11,Miembro_2,10.02041676,4.667360093,103,39,0.102,0.536,0.15,0.333871402,1.845792,0.47,0.2048,1.000337033,1.102718024,6.87E-06,34,2.976937999,2019,,,0,,0.15
1419,Pozo_151,Yacimiento_1,4192,4130,Formacion_7,Miembro_2,7.598147286,3.546911211,62,30.48,0.101,0.501,0.18,0.365937264,1.53616152,0.45,0.2048,1.348473631,1.084312349,1.71E-05,36.48,2.797710508,2019,,,0,,0.18
1420,Pozo_151,Yacimiento_1,4087,4045,Formacion_7,Miembro_2,3.392486869,1.583655759,42,24.48,0.095,0.514,0.09,0.265537382,1.1302416,0.45,0.2048,1.378244554,1.082470405,1.73E-05,36.48,1.82598495,2019,,,0,,0.09
1421,Pozo_151,Yacimiento_1,4005,3929,Formacion_7,Miembro_2,4.619185917,2.156373448,76,33.488,0.116,0.525,0.09,0.612864676,1.8451888,0.45,0.2048,1.410560388,1.080555634,1.75E-05,36.48,1.46900938,2019,,,0,,0.09
1422,Pozo_151,Yacimiento_1,2346,2238,Formacion_0,Miembro_101,4.369763169,2.035370257,108,20,0.13,0.48,0.26,1.210420638,1.352,0.43,0.2048,1.128334302,1.187484257,2.84E-05,36.48,1.863601263,2019,,,0,,0.26
1423,Pozo_152,Yacimiento_6,2044,1902,Formacion_5,Miembro_101,24.26417348,24.4456791,142,43.488,0.12,0.475,0.62488,0.869117126,2.739744,0.46,0.35,1.110676206,1.116043439,3.64E-06,36.48,8.833985455,2019,,,0,,0.62488
1424,Pozo_152,Yacimiento_6,4980,4832,Formacion_10,Miembro_34,5.343847507,5.383821601,148,37.5,0.063,0.612,0.03488,0.030737151,0.91665,0.52,0.395,1.096993721,1.122906018,4.32E-06,34,8.239939471,2019,,,0,,0.03488
1425,Pozo_152,Yacimiento_6,4767,4650,Formacion_10,Miembro_36,9.41973753,9.490200895,117,42.5,0.062,0.477,0.06488,0.047157929,1.378105,0.52,0.4,1.139554916,1.118537473,4.74E-06,34,9.519807904,2019,,,0,,0.06488
1426,Pozo_152,Yacimiento_6,2920,2825,Formacion_11,Miembro_101,11.69553811,11.78302536,95,27,0.093,0.496,0.32,0.259674716,1.265544,0.47,0.32,1.106912685,1.098485893,6.37E-06,34,9.879037422,2019,,,0,,0.32
1427,Pozo_152,Yacimiento_6,3480,3358,Formacion_11,Miembro_101,11.27670337,11.36983282,122,34.5,0.088,0.487,0.16488,0.211219436,1.557468,0.47,0.32,0.969782734,1.110413471,6.82E-06,34,8.328379633,2019,,,0,,0.16488
1428,Pozo_153,Yacimiento_1,4710,4610,Formacion_7,Miembro_101,6.938167769,3.104489036,100,48.5,0.105,0.53,0.075,0.387926297,2.393475,0.46,0.225,1.022888163,1.158164528,5.10E-06,33,1.760062772,2019,,,0,,0.075
1429,Pozo_153,Yacimiento_1,2140,2050,Formacion_0,Miembro_101,4.444755502,2.03838203,90,26.5,0.089,0.54,0.245,0.18054961,1.08491,0.43,0.26,1.219623496,1.192036512,5.33E-06,34.5,2.422116211,2019,,,0,,0.245
1430,Pozo_153,Yacimiento_1,2790,2740,Formacion_0,Miembro_101,5.141285071,2.357813178,50,23.5,0.105,0.55,0.395,0.360226436,1.110375,0.43,0.175,1.202751097,1.187622897,5.71E-06,34.5,2.463940668,2019,,,0,,0.395
1431,Pozo_153,Yacimiento_1,4950,4840,Formacion_11,Miembro_101,3.475791658,1.59401147,110,25.5,0.105,0.57,0.05,0.33539088,1.151325,0.47,0.245,0.932799318,1.116861071,6.41E-06,32,1.814745626,2019,,,0,,0.05
1432,Pozo_154,Yacimiento_1,4130,4030,Formacion_7,Miembro_101,5.253382578,2.64034652,100,25,0.117,0.49,0.1,0.730623566,1.49175,0.46,0.2648,0.995268813,1.161310323,5.27E-06,34,2.353223624,2019,,,0,,0.1
1433,Pozo_154,Yacimiento_1,2152,2012,Formacion_0,Miembro_101,4.10824009,2.150935078,140,17,0.121,0.564,0.3,0.63938945,0.896852,0.43,0.2648,1.092910041,1.195976821,5.39E-06,36,2.876518066,2019,,,0,,0.3
1434,Pozo_154,Yacimiento_1,4238,4170,Formacion_11,Miembro_101,9.000669345,4.804795325,68,24.5,0.121,0.515,0.16,0.76684787,1.4377825,0.47,0.2648,0.913274886,1.113952769,6.97E-06,34,3.906970141,2019,,,0,,0.16
1435,Pozo_154,Yacimiento_1,2772,2750,Formacion_0,Miembro_101,8.52503245,4.463417652,22,17,0.121,0.381,0.4,1.401114806,1.273283,0.43,0.2648,0.86072972,1.222261702,7.02E-06,36,4.457102704,2019,,,0,,0.4
1436,Pozo_154,Yacimiento_1,4420,4350,Formacion_11,Miembro_101,11.11267554,5.932240083,70,35,0.111,0.474,0.124,0.61934476,2.04351,0.47,0.2648,0.883702597,1.117334747,7.38E-06,34,3.595953733,2019,,,0,,0.124
1437,Pozo_155,Yacimiento_1,3628,3502,Formacion_5,Miembro_101,29.50504611,21.17009309,126,45,0.133,0.481,0.45,1.332677642,3.106215,0.46,0.322,0.91884737,1.126739441,3.78E-06,36,7.17252585,2019,,,0,,0.45
1438,Pozo_155,Yacimiento_1,4385,4285,Formacion_11,Miembro_101,3.903604068,2.393653221,100,39.5,0.091,0.558,0.075,0.186458322,1.588769,0.47,0.235,1.209217467,1.121755311,3.82E-06,32.5,1.959775647,2019,,,0,,0.075
1439,Pozo_155,Yacimiento_1,4210,4080,Formacion_11,Miembro_101,6.346579245,3.891662574,130,42,0.09,0.501,0.135,0.220322897,1.88622,0.47,0.24,1.263776069,1.120494191,3.89E-06,32.5,2.599443445,2019,,,0,,0.135
1440,Pozo_155,Yacimiento_1,4005,3920,Formacion_11,Miembro_101,3.547980767,2.175588365,85,30.5,0.083,0.477,0.11,0.170206011,1.3239745,0.47,0.24,1.337925997,1.118591234,3.90E-06,32.5,2.169011487,2019,,,0,,0.11
1441,Pozo_155,Yacimiento_1,3260,3160,Formacion_7,Miembro_101,14.69678981,9.011932987,100,37.5,0.126,0.389,0.285,1.60619859,2.886975,0.43,0.301,0.88275266,1.12804875,5.33E-06,36,3.643165468,2019,,,0,,0.285
1442,Pozo_156,Yacimiento_1,4420,4320,Formacion_7,Miembro_101,9.722293644,3.870241553,100,23,0.098,0.53,0.203368,0.286359133,1.05938,0.46,0.2348,1.335619221,1.0944987,4.63E-06,35,4.307033288,2019,,,0,,0.203368
1443,Pozo_156,Yacimiento_1,4223,4156,Formacion_7,Miembro_101,12.88512316,5.129297764,67,28.5,0.114,0.45,0.22528,0.772723931,1.78695,0.46,0.2348,1.393281645,1.090682975,4.87E-06,35,3.062692422,2019,,,0,,0.22528
1444,Pozo_156,Yacimiento_1,4630,4480,Formacion_7,Miembro_101,19.53055666,7.774705714,150,51,0.084,0.462,0.14828,0.191255068,2.304792,0.46,0.25,1.237430271,1.103350479,4.91E-06,35,4.354021457,2019,,,0,,0.14828
1445,Pozo_156,Yacimiento_1,2315,2204,Formacion_0,Miembro_101,24.44873621,9.732530023,111,47.5,0.145,0.348,0.39028,3.72330631,4.49065,0.43,0.26488,1.021437695,1.202728138,6.78E-06,36,2.77943013,2019,,,0,,0.39028
1446,Pozo_156,Yacimiento_1,2426,2350,Formacion_0,Miembro_101,9.413290329,3.747233802,76,18,0.136,0.34,0.36828,2.942262436,1.61568,0.43,0.26,0.985864261,1.206129804,6.96E-06,36,3.0067524,2019,,,0,,0.36828
1447,Pozo_157,Yacimiento_1,4350,4230,Formacion_11,Miembro_2,5.392262255,4.225652546,120,29,0.084,0.568,0.13,0.126531959,1.052352,0.47,0.282,0.935275537,1.135577379,3.93E-06,34.048,5.037703804,2019,,,0,,0.13
1448,Pozo_157,Yacimiento_1,3815,3710,Formacion_11,Miembro_2,3.636144286,2.849468671,105,19,0.083,0.516,0.1848,0.145449505,0.763268,0.47,0.282,1.105074183,1.128743826,3.93E-06,34,4.643813399,2019,,,0,,0.1848
1449,Pozo_157,Yacimiento_1,3550,3460,Formacion_5,Miembro_2,8.054200158,6.311683259,90,24.5,0.118,0.546,0.34,0.610890809,1.312514,0.46,0.259808,0.908260183,1.125674912,4.10E-06,35.55,5.142384553,2019,,,0,,0.34
1450,Pozo_157,Yacimiento_1,3332,3245,Formacion_7,Miembro_2,5.175873097,4.14068673,87,22,0.104,0.53,0.2,0.371931531,1.07536,0.43,0.2021,0.542522164,1.113788232,5.25E-06,36,4.144320747,2019,,,0,,0.2
1451,Pozo_157,Yacimiento_1,3210,3150,Formacion_7,Miembro_2,10.7415202,8.593191783,60,31,0.102,0.392,0.23,0.624218544,1.922496,0.43,0.25,0.498582571,1.129431145,5.85E-06,36,5.188322029,2019,,,0,,0.23
1452,Pozo_158,Yacimiento_5,3890,3757,Formacion_5,Miembro_13,42.49786554,9.585559954,133,41.84,0.111,0.518,0.12,0.51859656,2.23852368,0.46,0.35,0.711365009,1.142763812,4.28E-06,36,5.226056244,2019,,,0,,0.12
1453,Pozo_158,Yacimiento_5,2581,2505,Formacion_2,Miembro_101,11.30355213,1.887061626,76,24.5,0.112,0.423,0.1,0.808996438,1.583288,0.43,0.36,0.991389489,1.144391122,5.12E-06,36,1.616791099,2019,,,0,,0.1
1454,Pozo_158,Yacimiento_5,3290,3245,Formacion_7,Miembro_101,12.36354243,2.10568253,45,23.5,0.089,0.356,0.16,0.415416821,1.346926,0.43,0.24,1.080840391,1.135312004,5.85E-06,36,2.168449052,2019,,,0,,0.16
1455,Pozo_158,Yacimiento_5,4106,4020,Formacion_11,Miembro_101,19.29685499,3.964519761,86,28,0.1,0.615,0.1,0.232443718,1.078,0.47,0.3,0.877458602,1.119842409,6.11E-06,34,4.491702469,2019,,,0,,0.1
1456,Pozo_158,Yacimiento_5,4700,4566,Formacion_11,Miembro_101,24.53818491,5.041345808,134,31.5,0.09,0.547,0.09,0.18482488,1.284255,0.47,0.3,0.790461838,1.131974494,6.85E-06,34,5.037871473,2019,,,0,,0.09
1457,Pozo_159,Yacimiento_5,3790,3700,Formacion_5,Miembro_90,18.05307821,10.034577,90,49.2,0.108,0.419,0.2048,0.702594139,3.0872016,0.46,0.295,0.943189866,1.129396444,4.15E-06,32.5,3.995550651,2019,,,0,,0.2048
1458,Pozo_159,Yacimiento_5,3220,3150,Formacion_7,Miembro_2,9.037464578,4.782924167,70,37.5,0.109,0.311,0.175,1.32807884,2.8162875,0.43,0.265,1.008468863,1.132336881,5.39E-06,32.5,2.335724685,2019,,,0,,0.175
1459,Pozo_159,Yacimiento_5,4178,4030,Formacion_11,Miembro_2,11.39200728,5.88053718,148,50.8,0.126,0.496,0.096,0.987950283,3.2260032,0.47,0.295,1.000566904,1.114017662,6.64E-06,31.5,2.248546735,2019,,,0,,0.096
1460,Pozo_159,Yacimiento_5,4620,4520,Formacion_11,Miembro_2,6.267254542,3.235147454,100,37.5,0.105,0.516,0.0548,0.409262127,1.90575,0.47,0.295,0.915303928,1.123001154,6.67E-06,31.5,2.265352359,2019,,,0,,0.0548
1461,Pozo_159,Yacimiento_5,4360,4270,Formacion_11,Miembro_2,9.250195383,4.77493707,90,48.5,0.107,0.417,0.075,0.680901916,3.0254785,0.47,0.295,0.960011741,1.118072447,7.31E-06,31.5,2.135761129,2019,,,0,,0.075
1462,Pozo_160,Yacimiento_5,3935,3890,Formacion_5,Miembro_94,26.1076087,5.381012221,45,22.5,0.119,0.459,0.12,0.897117448,1.4485275,0.46,0.35,0.698988818,1.144130941,4.46E-06,36,4.603071391,2019,,,0,,0.12
1463,Pozo_160,Yacimiento_5,3840,3803,Formacion_5,Miembro_106,23.5741404,4.85884169,37,18.5,0.123,0.444,0.14,1.108880112,1.265178,0.46,0.35,0.711648584,1.142733139,4.47E-06,36,4.699593817,2019,,,0,,0.14
1464,Pozo_160,Yacimiento_5,2927,2857,Formacion_2,Miembro_101,12.34333156,1.882998831,70,21,0.119,0.307,0.1,2.005385745,1.731807,0.43,0.36,0.967984916,1.15860709,5.83E-06,36,1.614108567,2019,,,0,,0.1
1465,Pozo_160,Yacimiento_5,4131,4060,Formacion_11,Miembro_101,23.96226705,4.498611317,71,30.8,0.113,0.536,0.1,0.523942486,1.6149056,0.47,0.3,0.87195583,1.120529239,6.76E-06,34,3.407769823,2019,,,0,,0.1
1466,Pozo_160,Yacimiento_5,4473,4385,Formacion_11,Miembro_101,31.01265228,5.822231603,88,35,0.099,0.389,0.1,0.555857792,2.117115,0.47,0.3,0.819417475,1.127612716,8.11E-06,34,3.714840694,2019,,,0,,0.1
1467,Pozo_161,Yacimiento_6,3603,3520,Formacion_5,Miembro_101,10.36554166,5.928563832,83,23,0.126,0.579,0.19,0.725005524,1.220058,0.46,0.35,0.750710694,1.138765523,4.07E-06,36,5.436815927,2019,,,0,,0.19
1468,Pozo_161,Yacimiento_6,3480,3380,Formacion_5,Miembro_101,15.04632144,8.605732337,100,39,0.119,0.545,0.17,0.636328932,2.111655,0.46,0.35,0.772271714,1.136774762,4.12E-06,36,4.6989907,2019,,,0,,0.17
1469,Pozo_161,Yacimiento_6,4368,4290,Formacion_11,Miembro_101,3.29425049,2.011396343,78,19.5,0.084,0.468,0.09,0.186382528,0.871416,0.47,0.26,0.978988775,1.13243489,4.15E-06,34,3.109687584,2019,,,0,,0.09
1470,Pozo_161,Yacimiento_6,4223,4152,Formacion_11,Miembro_101,4.102412888,2.504842393,71,23.5,0.102,0.355,0.1,0.761118177,1.546065,0.47,0.26,1.020149642,1.130749587,4.36E-06,34,2.253670247,2019,,,0,,0.1
1471,Pozo_161,Yacimiento_6,3742,3654,Formacion_5,Miembro_101,20.19147352,11.54849824,88,36,0.122,0.455,0.24,1.018658248,2.39364,0.46,0.34,0.741542199,1.139390056,4.41E-06,36,5.557921258,2019,,,0,,0.24
1472,Pozo_202,Yacimiento_11,5010,4873,Formacion_10,Miembro_23,10.95285496,4.328045652,137,43.5,0.035,0.507,0.147696,0.003372497,0.7505925,0.52,0.26,1.54873783,1.082121386,4.55E-06,32.48,8.444877921,2019,,,0,,0.147696
1473,Pozo_202,Yacimiento_11,5256,5124,Formacion_10,Miembro_45,13.74561354,5.431610581,132,65,0.036,0.447,0.106896,0.004911159,1.29402,0.52,0.26,1.47221968,1.086493999,4.79E-06,32.48,6.501969102,2019,,,0,,0.106896
1474,Pozo_202,Yacimiento_11,2367,2292,Formacion_11,Miembro_101,7.20019609,3.059815768,75,48.45,0.104,0.458,0.255,0.498062428,2.7310296,0.47,0.2,1.562775669,1.072738658,6.03E-06,34,1.313582345,2019,,,0,,0.255
1475,Pozo_202,Yacimiento_11,2808,2686,Formacion_11,Miembro_101,15.73630019,6.687342798,122,76.075,0.099,0.378,0.204,0.588680027,4.68454635,0.47,0.24,1.309129776,1.083875916,7.03E-06,34,1.805825273,2019,,,0,,0.204
1476,Pozo_202,Yacimiento_11,3090,3010,Formacion_11,Miembro_101,9.365035217,3.979791948,80,32.85,0.093,0.407,0.168096,0.385659647,1.81164465,0.47,0.3,1.093979925,1.098825385,7.14E-06,34,2.801267045,2019,,,0,,0.168096
1477,Pozo_254,Yacimiento_13,2473,2410,Formacion_5,Miembro_13,8.378571543,1.844182374,63,24,0.106,0.441,0.416,0.584166533,1.422096,0.46,0.225,1.237906852,1.111746491,3.91E-06,35.5,1.48515875,2019,,,0,,0.416
1478,Pozo_254,Yacimiento_13,4890,4800,Formacion_10,Miembro_29,8.543224803,2.277961826,90,23,0.035,0.443,0.104,0.004417331,0.448385,0.52,0.4,1.313939156,1.113855067,4.58E-06,31.5,8.202219732,2019,,,0,,0.104
1479,Pozo_254,Yacimiento_13,5054,4982,Formacion_10,Miembro_47,9.31809576,2.484573088,72,27,0.034,0.439,0.088192,0.003959554,0.514998,0.52,0.4,1.264586117,1.118321818,4.62E-06,31.5,7.981522058,2019,,,0,,0.088192
1480,Pozo_254,Yacimiento_13,5234,5169,Formacion_10,Miembro_47,8.744700433,2.331683202,65,29.5,0.036,0.427,0.067392,0.005381995,0.608526,0.52,0.4,1.215949791,1.123073508,4.69E-06,31.5,6.504622579,2019,,,0,,0.067392
1481,Pozo_254,Yacimiento_13,2848,2776,Formacion_11,Miembro_101,11.01540746,2.596053054,72,41.5,0.112,0.477,0.26,0.63619549,2.430904,0.47,0.225,1.361608645,1.082234427,6.38E-06,33.5,1.215589914,2019,,,0,,0.26
1482,Pozo_261,Yacimiento_2,4330,4240,Formacion_10,Miembro_89,6.949215199,3.33445442,90,36,0.037,0.496,0.0684,0.00449979,0.671328,0.52,0.42488,1.551199272,1.099385086,4.34E-06,31.5,8.001741498,2019,,,0,,0.0684
1483,Pozo_261,Yacimiento_2,1717,1665,Formacion_5,Miembro_13,4.763967519,2.285903098,52,18.48,0.119,0.316,0.55556,1.892781616,1.50419808,0.46,0.23488,1.500662383,1.105726767,5.96E-06,35.5,1.854444435,2019,,,0,,0.55556
1484,Pozo_261,Yacimiento_2,1045,985,Formacion_7,Miembro_52,6.832602053,3.278499725,60,25.488,0.132,0.38,0.798,2.065504514,2.08593792,0.42,0.23488,1.183482544,1.077644587,6.34E-06,35.5,1.684760399,2019,,,0,,0.798
